,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,
52,-0.00068754,0.000334328,-0.008391501,0.026278423,1.16E-16,-0.004303679,-0.002509269,0.006812305,-0.002141719,0.008281214,-0.003407387,0.000615213,0.011344426,-0.028098737,-0.00296355,0.001683935,0.022488705,0.046888879,-0.115063679,0.071832144,52
53,-5.98E-05,4.10E-05,-0.000595538,0.001594405,4.18E-17,-0.000597294,-0.000463097,-0.000854622,-0.000699356,-0.001395457,-0.000313962,5.57E-05,-0.000271084,1.48E-06,-0.001555883,-0.000418231,0.0001803,-0.001565678,1.94E-05,-0.000781379,53
54,-0.003102319,0.006898175,-0.03984459,0.095362013,-8.20E-18,-0.054698937,-0.042711401,-0.142668661,-0.062264931,-0.184635782,-0.025382284,0.005020068,-0.028807313,-0.016993945,0.017150252,-0.048453857,-0.01012766,-0.033866992,-0.026703152,-0.011016488,54
55,-0.000190563,4.56E-05,-0.001408877,0.00429399,-2.45E-16,-0.000492963,-0.000252696,0.001599146,-8.27E-05,0.001915534,-0.000164529,3.26E-06,-0.000179102,0.001067585,-0.00185387,0.000373551,0.000457169,0.000132036,-0.002215716,-0.000358346,55
56,-0.001392653,0.000201414,-0.041364519,-0.000130066,9.80E-17,-0.003487327,0.027410852,0.014385775,0.170723128,-0.045665512,-0.098813035,0.040850612,-0.00647543,-0.005106268,-0.002042974,-0.000593219,-0.012968114,-0.005008062,0.001803814,-0.000848473,56
57,-0.001811939,0.000482732,-0.010609534,0.031934499,-1.07E-16,-0.006227719,-0.003688473,0.004062381,-0.002427804,0.003547478,-0.005635262,0.001307022,0.012344633,-0.02042166,-0.006185209,0.001036594,0.028473902,0.054588268,-0.141219926,0.084391355,57
58,-0.005830386,0.000887627,-0.026694473,0.076693149,4.17E-17,-0.008151451,-0.000206844,0.035115904,-0.002345238,0.033229844,0.004884772,-0.001731218,-0.009242114,0.027432587,0.049269595,-0.008277093,-0.0128622,-0.037995998,0.049029794,-0.049476718,58
59,0,0,0,0,7.81E-17,-2.77E-31,-8.68E-30,-2.65E-28,-1.51E-27,-7.27E-27,-2.75E-26,-1.24E-24,-1.91E-24,-3.23E-27,-3.72E-23,-2.73E-23,-1.12E-23,-4.78E-19,-4.49E-20,-4.67E-18,59
60,-0.000338238,0.000134829,-0.002898139,0.009029295,-4.37E-17,-0.001261555,-0.001180989,0.001730018,-0.00145775,0.000855983,-0.000681624,7.10E-05,-0.000952893,0.001917749,-0.006975944,0.000719936,0.000287688,0.002807728,-0.006162022,-0.00091297,60
61,-0.001388486,0.000202888,-0.042419215,-0.00014408,-6.46E-17,-0.003696823,0.029316624,0.015463783,0.185709419,-0.049778159,-0.109830939,0.04568345,-0.007280615,-0.005919318,-0.002583579,-0.000753715,-0.018634406,-0.008561555,0.003137337,-0.00204376,61
62,-0.001528007,0.000337762,-0.01032199,0.032006439,4.85E-18,-0.003511389,-0.001604421,0.014438034,-0.000440851,0.01325362,3.94E-05,-0.000141953,-0.000675784,0.008452602,-0.025744888,0.006379692,0.003634783,-0.001582726,-0.004327316,0.014804055,62
63,-0.000180566,3.53E-05,-0.001300242,0.004158641,2.22E-16,-0.000325539,-0.000265522,0.002134501,-0.000203755,0.00218942,-0.000189861,-7.31E-06,-0.000129678,0.000625275,-0.003659467,0.001115567,0.000505123,0.001570104,-0.005277277,0.000110417,63
64,-0.001010594,0.002318648,-0.01446107,0.032710298,-1.58E-17,-0.018672226,0.013218507,-0.041467406,0.023482059,-0.074499339,0.079032427,-0.01666567,-0.000991423,-0.009706639,-0.002305652,-0.01138737,-0.011684556,-0.0013392,-0.012670321,-0.012913945,64
65,-0.002044733,0.000535859,-0.017839679,0.05683648,5.14E-18,-0.004569966,-0.003594647,0.03137552,-0.00369049,0.037801184,-0.004429766,3.79E-05,0.007013933,-0.177539702,0.029397555,-0.00549743,0.000433539,0.046444489,-0.085954417,0.034518473,65
66,0,0,0,0,-0.707106781,9.11E-27,8.02E-26,6.40E-24,3.50E-23,7.88E-23,3.54E-22,1.07E-20,7.58E-21,6.48E-23,6.68E-21,5.11E-21,3.46E-22,1.73E-18,9.98E-20,1.97E-19,66
67,-0.003730599,0.00050309,-0.014014513,0.041461353,-2.58E-16,0.009876651,-0.003329664,0.010266049,-0.004735393,0.009289391,-0.002030444,6.63E-05,-0.004264006,0.004471387,-0.038670615,0.006179311,-0.008690873,0.019808623,0.024427871,-0.02607885,67
68,0,0,0,0,-4.39E-18,-2.94E-39,0,-2.41E-35,9.63E-35,-3.85E-34,-1.23E-32,-3.94E-31,-3.94E-31,-3.08E-32,-1.26E-28,-1.26E-28,-7.57E-29,-4.96E-24,-4.14E-25,-9.93E-24,68
69,0,0,0,0,-7.16E-17,1.47E-39,4.70E-38,-9.03E-36,4.81E-35,-9.63E-35,2.31E-33,-4.93E-32,-4.93E-32,1.54E-33,-2.52E-29,0,1.26E-29,8.27E-25,-1.03E-25,-1.65E-24,69
70,-0.000128566,2.48E-05,-0.000848229,0.002696181,-1.16E-16,-0.00023426,-0.000190541,0.001144756,-0.000220891,0.001457484,-0.000221076,-6.32E-05,0.000214092,-0.004484905,-0.00187881,0.000865405,-0.000568218,-0.000623816,9.71E-05,6.92E-05,70
71,-9.39E-05,0.000547581,-0.002405403,0.003890712,1.25E-16,-0.002320074,0.006600998,-0.003559355,0.013556054,-0.012224526,0.025559928,-0.005145241,0.00177599,-0.001945789,-0.002364714,-0.000768299,-0.004856729,0.009667819,0.000860064,-0.002980289,71
72,-0.000162887,0.000267829,-0.00446329,0.006217529,1.37E-16,-0.004205783,-0.001569311,-0.011012535,0.006876365,-0.017203971,-0.00956344,0.00350349,-0.003834095,-0.002118194,0.001080248,-0.010236826,-0.001899886,-0.012272303,-0.011470855,-0.007450316,72
73,-0.000294798,0.000646646,-0.005685418,0.011239056,-8.05E-17,-0.00605065,0.040862598,-0.003804842,0.06505974,-0.037934134,0.143253693,-0.030285966,0.011519656,-0.008099228,-0.01157274,0.00466066,-0.012696474,0.008034627,-0.009307003,-0.013698024,73
74,-0.193805863,-0.000213827,0.001759996,-0.002763678,-3.84E-17,0.003846033,0.002279311,-0.000780502,0.003287435,-0.001230897,0.003233526,-0.00048074,0.003495016,0.004762823,0.011492146,-0.002891374,-0.001690899,0.006556972,0.007517075,0.002508116,74
75,-0.000433884,0.000907276,-0.007358199,0.01412413,-5.56E-17,-0.007200856,0.048860809,-0.004241831,0.075615575,-0.043464711,0.161254603,-0.033827879,0.012866511,-0.008710344,-0.011488689,0.004735991,-0.011843807,0.007520891,-0.008410377,-0.012199297,75
76,-0.000857216,0.00018366,-0.008690913,0.03042835,6.05E-17,-0.004822068,-0.002531003,0.026693906,-0.005038587,0.036534569,-0.002775208,-0.000728487,0.003466086,-0.309852886,0.047046864,-0.012875817,-0.029340769,-0.00171723,0.024572369,0.001537494,76
77,-0.000455886,0.000219949,-0.005009736,0.017101012,-3.45E-17,-0.008660008,-0.008238626,-0.027823193,0.000253464,0.005745696,-0.02243,0.007229416,0.331975088,0.007899039,-0.001129519,-0.035944656,-0.004337256,-0.026756831,0.008951259,-0.017050808,77
78,-0.000296673,7.74E-05,-0.001384546,0.003914539,1.21E-16,-0.000656885,0.002938365,-0.00049305,-0.000818537,-0.000176422,-0.001314837,0.000314487,0.001283627,0.000934995,-0.00222169,-0.000289296,-0.001626762,0.002628805,0.004969984,-0.000811984,78
79,-0.005830386,0.000887627,-0.026694473,0.076693149,-2.48E-16,-0.008151451,-0.000206844,0.035115904,-0.002345238,0.033229844,0.004884772,-0.001731218,-0.009242114,0.027432587,0.049269595,-0.008277093,-0.0128622,-0.037995998,0.049029794,-0.049476718,79
80,-0.005867025,0.000321446,-0.008504583,0.025771469,-2.33E-16,0.00150484,3.84E-05,0.009472369,0.001634627,0.008064892,0.001283714,-0.000208932,0.001416653,0.007711166,-0.012764528,0.002703022,0.000272667,0.003274285,0.004201371,0.002018878,80
81,-0.001250907,0.000533726,-0.014750525,0.03963654,1.93E-16,-0.005585083,0.003258328,0.02240206,0.004996714,0.021057188,0.004937333,-0.001000603,-0.003229714,0.028981208,0.104621696,-0.019988983,-0.004614167,-0.002039384,0.018317076,-0.020147119,81
82,-0.000822822,0.000313386,-0.007667744,0.024062239,3.83E-16,-0.003148205,-0.002057548,0.007782915,-0.001890726,0.008542517,-0.002322251,0.000353096,0.006171604,-0.009048898,-0.010031322,0.003208776,0.013667905,0.026598399,-0.070440031,0.034068756,82
83,-0.002049314,0.00053863,-0.017928797,0.054108636,1.64E-16,0.020087731,-0.003101288,0.018075647,-0.002026438,0.020921058,-0.004108768,0.000627785,0.004946381,-0.001903207,-0.01250023,0.004173293,0.013839144,0.104398134,-0.104795912,0.027279636,83
84,-0.001503458,0.000223283,-0.047029946,-0.000107109,3.82E-17,-0.004142852,0.03271882,0.017237046,0.20703449,-0.055521222,-0.122002346,0.050678026,-0.008071396,-0.006490502,-0.002764858,-0.000804019,-0.018358194,-0.007525456,0.002702492,-0.001287674,84
85,-0.000346366,0.000344741,-0.160594485,-0.062298318,-1.68E-16,0.004006353,-0.005011723,-0.000498154,-0.029996432,0.012165282,0.015466496,-0.006010414,0.002135436,-0.000323908,-0.001223852,0.001090652,-0.001419641,-0.002959363,0.001492615,0.002822407,85
86,-0.003678705,0.000738431,-0.022474527,0.069175163,1.76E-16,-0.003739615,-0.003554495,0.030747731,-0.002561469,0.029831067,-0.001789797,-9.06E-05,-0.003524567,0.014133674,-0.033215293,0.009876132,0.003559175,0.016640771,-0.038464266,-0.006055274,86
87,-0.000417971,7.84E-05,-0.004187113,0.01620566,-9.41E-16,0.100473872,0.001041589,-0.016318053,0.000187685,-0.007766926,0.000303742,-2.83E-05,0.000460472,-0.001595759,0.003762354,-0.000709895,0.000551884,-0.006721636,-2.63E-05,-0.000407526,87
88,-0.000644844,0.003662299,-0.007881274,0.017688458,-3.27E-16,-0.00677718,0.035101481,-0.002685022,0.054175944,-0.032235999,0.116681831,-0.024481319,0.008931271,-0.002932119,-0.001067488,0.000989081,-0.00889457,0.004004776,-0.006148522,-0.006820914,88
89,0,0,0,0,-3.89E-16,-3.44E-41,-1.06E-39,-2.94E-38,-7.05E-38,-1.69E-36,-2.07E-36,-1.20E-34,-4.51E-35,-4.00E-37,-4.21E-35,-1.50E-35,-3.95E-36,-1.23E-32,-7.70E-34,4.73E-30,89
90,-0.007533899,0.000467505,-0.008336985,0.023278772,-1.10E-16,0.000113479,0.006524352,0.00241713,0.000145315,0.001090887,-0.000901532,0.000309569,0.001357943,0.007200301,-0.003378213,-0.001213999,-0.005565519,0.015241282,0.012369151,-0.003067067,90
91,-0.00027042,4.21E-05,-0.0013999,0.002739227,-2.25E-17,-0.000354432,0.000220154,0.000773737,0.002410917,-0.000320406,-0.00161347,0.000661302,-0.000171452,0.000643417,-0.001469818,0.000320754,-0.000121625,-8.52E-05,-0.00027733,-0.000122064,91
92,-0.000267248,0.000131337,-0.00271202,0.007935606,-3.74E-17,-0.001908394,-0.001171314,-0.000367181,-0.000787228,-0.000196954,-0.001457734,0.000356757,0.00122098,0.000773537,-0.006041496,0.004024797,0.001401249,0.001821843,-0.014775059,0.013473575,92
93,-0.002434898,0.000511159,-0.01662492,0.051279613,-1.11E-16,-0.00226815,-0.002242845,0.024794192,-0.000313593,0.024462709,-0.001125653,-3.72E-05,-0.00101482,0.011283866,-0.017237846,0.006573495,0.008162731,0.027525113,-0.054192729,0.014414604,93
94,-0.000123428,9.25E-05,-0.00164748,0.004886963,-3.62E-17,-0.001983649,-0.001628608,-0.006797825,0.000943994,0.002394416,-0.001090852,0.000250108,0.007466345,-0.000509079,0.001862061,0.01616952,0.000761733,0.001248798,-0.005888695,0.006463151,94
95,-0.003102319,0.006898175,-0.03984459,0.095362013,3.86E-18,-0.054698937,-0.042711401,-0.142668661,-0.062264931,-0.184635782,-0.025382284,0.005020068,-0.028807313,-0.016993945,0.017150252,-0.048453857,-0.01012766,-0.033866992,-0.026703152,-0.011016488,95
96,-0.001390152,0.000879811,-0.016079507,0.026434486,-1.58E-16,-0.007083851,0.000319502,-0.004331251,0.02068406,-0.018575989,-0.015426704,0.006162222,-0.004683276,0.001966881,-0.008370874,-0.002012308,-0.002630313,-0.019314478,0.010315549,0.033611157,96
97,-0.005395543,0.000647471,-0.02066023,0.064771301,-1.65E-17,-0.006764409,-0.004554573,0.033388711,-0.007956938,0.037507361,-0.001959397,-0.000917879,-0.003953494,-0.168723414,-0.018430172,0.002424409,-0.026070633,-0.033992972,0.054336902,-0.035072908,97
98,-0.001094129,0.001617803,-0.013071366,0.033842189,-6.24E-17,-0.01373638,-0.010162667,-0.028011139,-0.012872437,-0.034204023,-0.006941158,0.000563426,-0.00052445,-0.008128858,0.002768231,-0.004789898,0.005685715,0.007294141,-0.041998264,0.024808694,98
99,-0.001451193,0.00040697,-0.01175814,0.035775343,-7.88E-17,-0.004746079,-0.000908324,0.011941265,0.000142839,0.014490375,-0.002239891,0.000443399,0.006689816,-0.001634767,-0.01238453,0.008775885,0.012237261,0.017421911,-0.047941103,0.039894042,99
100,-0.000485344,0.001041735,-0.00870989,0.016885224,-4.02E-17,-0.008846461,0.060387157,-0.005275409,0.094667579,-0.05453097,0.204784494,-0.043116511,0.016441094,-0.011303564,-0.015444868,0.00638156,-0.016471292,0.010626703,-0.011982327,-0.017723053,100
